56790   Skymapper_0805306614_2014-05-13T21:04:48_17_red   z   ___   300.0000
56790   Skymapper_0805306640_2014-05-13T23:23:41_17_red   z   ___   300.0000
56790   Skymapper_0805307127_2014-05-13T21:10:08_17_red   z   ___   300.0000
56790   Skymapper_0805307153_2014-05-13T23:29:01_17_red   z   ___   300.0000
56790   Skymapper_0805307640_2014-05-13T21:15:29_17_red   z   ___   300.0000
56790   Skymapper_0805307666_2014-05-13T23:34:21_17_red   z   ___   300.0000
56790   Skymapper_0805308153_2014-05-13T21:20:49_17_red   z   ___   300.0000
56790   Skymapper_0805308666_2014-05-13T21:26:10_17_red   z   ___   300.0000
56790   Skymapper_0805309203_2014-05-13T23:39:42_17_red   z   ___   300.0000
56790   Skymapper_0805309716_2014-05-13T23:45:02_17_red   z   ___   300.0000
56790   Skymapper_0805310203_2014-05-13T21:31:30_17_red   z   ___   300.0000
56790   Skymapper_0805310229_2014-05-13T23:50:31_17_red   z   ___   300.0000
56790   Skymapper_0805310716_2014-05-13T21:36:51_17_red   z   ___   300.0000
56790   Skymapper_0805310742_2014-05-13T23:55:52_17_red   z   ___   300.0000
56790   Skymapper_0805311229_2014-05-13T21:42:12_17_red   z   ___   300.0000
56790   Skymapper_0805311255_2014-05-14T00:01:12_17_red   z   ___   300.0000
56790   Skymapper_0805311742_2014-05-13T21:47:32_17_red   z   ___   300.0000
56790   Skymapper_0805311768_2014-05-14T00:06:32_17_red   z   ___   300.0000
56790   Skymapper_0805312255_2014-05-13T21:52:52_17_red   z   ___   300.0000
56790   Skymapper_0805312281_2014-05-14T00:11:52_17_red   z   ___   300.0000
56790   Skymapper_0805312768_2014-05-13T21:58:12_17_red   z   ___   300.0000
56790   Skymapper_0805312794_2014-05-14T00:17:12_17_red   z   ___   300.0000
56790   Skymapper_0805313281_2014-05-13T22:03:33_17_red   z   ___   300.0000
56790   Skymapper_0805313794_2014-05-13T22:08:53_17_red   z   ___   300.0000
56790   Skymapper_0805314331_2014-05-14T00:22:33_17_red   z   ___   300.0000
56790   Skymapper_0805314844_2014-05-14T00:27:54_17_red   z   ___   300.0000
56790   Skymapper_0805315331_2014-05-13T22:14:14_17_red   z   ___   300.0000
